"YEAR","MONTH","SUPPLIER","ITEM CODE","ITEM DESCRIPTION","ITEM TYPE","RETAIL SALES","RETAIL TRANSFERS","WAREHOUSE SALES"
"2019","3","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","35.61","40.00","4.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","7.62","5.00","1.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","25.83","30.00","11.00"
"2019","3","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","9.99","14.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","101079","KSARA CUV DU PAPE CHARD - 750ML","WINE","0.00","0.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","346041","DOMAINE DES TOURELLES WHITE- 750ML","WINE","0.00","0.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","1.00","1.00","4.00"
"2019","3","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.24","0.00","2.00"
"2019","3","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.49","1.00","0.00"
"2019","3","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","3.00"
"2019","3","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","324647","CLOS ST THOMAS CH RED - 750ML","WINE","0.00","0.00","2.00"
"2019","3","AMERICAN FIDELITY TRADING","384194","KSARA BLC DE L'OBSERVATOIRE - 750ML","WINE","0.00","0.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","379816","KSARA PRIURE RED - 750ML","WINE","0.00","0.00","2.00"
"2019","3","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","3.35","5.00","0.00"
"2019","3","AMERICAN FIDELITY TRADING","324663","DOM WARDY SYR - 750ML","WINE","0.00","0.00","1.00"
"2019","3","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.33","1.00","0.00"
"2019","3","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","3","ANHEUSER BUSCH INC","28582","RITAS LEMON-ADE-RITA 15/25 CAN","BEER","1.25","2.00","128.00"
"2019","3","ANHEUSER BUSCH INC","91979","BUD 2/12 CAN - 12OZ","BEER","1.80","3.00","1,251.00"
"2019","3","ANHEUSER BUSCH INC","23511","SHOCK TOP BELGIUM WHITE 2/12-NR - 12OZ","BEER","0.00","0.00","74.00"
"2019","3","ANHEUSER BUSCH INC","92061","O'DOULS NA 4/6 CAN - 12OZ","NON-ALCOHOL","2.75","4.00","28.96"
"2019","3","ANHEUSER BUSCH INC","28372","BUD 3/8PK 16OZ CALNR - 16OZ","BEER","0.00","2.00","192.00"
"2019","3","ANHEUSER BUSCH INC","25922","RITAS STRAW-BER-RITA 8OZ 12PK CAN","BEER","10.16","7.00","132.00"
"2019","3","ANHEUSER BUSCH INC","92258","BUD 4/6 16OZ CAN - 16OZ","BEER","0.00","0.00","6.00"
"2019","3","ANHEUSER BUSCH INC","23075","LANDSHARK LAGER 4/6 NR - 12OZ","BEER","32.54","39.00","93.00"
"2019","4","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","2.34","3.00","0.00"
"2019","4","A&E INC","336202","TENUTE RUBINO SUSUMANIELLO OLTREME 13 - 750ML","WINE","0.16","0.00","0.00"
"2019","4","A I G WINE & SPIRITS","335452","LES FONTANELLES P/NOIR - 750ML","WINE","0.00","0.00","3.00"
"2019","4","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","3.00"
"2019","4","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.08","0.00","0.00"
"2019","4","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","1.19","0.00","12.00"
"2019","4","ALLAGASH BREWING COMPANY","63536","ALLAGASH HIVE 56 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","4","ALLAGASH BREWING COMPANY","63646","ALLAGASH DARLING RUBY 6/4 NR","BEER","0.00","0.00","2.00"
"2019","4","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","5.00"
"2019","4","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","40.00"
"2019","4","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.85","0.00","5.00"
"2019","4","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","3.89","3.00","10.00"
"2019","4","ALLAGASH BREWING COMPANY","63499","ALLAGASH BARREL & BEAN 1/6 KEG","KEGS","0.00","0.00","6.00"
"2019","4","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","9.00"
"2019","4","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","24.57","21.00","113.00"
"2019","4","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","2.00"
"2019","4","ALLAGASH BREWING COMPANY","60023","ALLAGASH TRIPEL 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","4","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","5.00"
"2019","4","ALLAGASH BREWING COMPANY","63535","ALLAGASH BARREL & BEAN 6/4 NR","BEER","0.00","0.00","10.00"
"2019","4","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.34","0.00","0.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","1.70","1.00","0.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.44","0.00","3.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","3.83","3.00","2.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","4.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","3.00","4.00","4.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","1.10","1.00","3.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","85150","DAILYS BAHAMA MAMA - 10.0Z","BEER","5.67","3.00","3.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","3.70","3.00","3.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","8.56","0.00","0.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","1.26","2.00","6.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","0.74","0.00","0.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","0.81","1.00","3.00"
"2019","4","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","2.39","2.00","1.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","9.14","13.00","2.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","6.63","5.00","0.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","7.34","8.00","3.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","13.67","13.00","0.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","8.96","9.00","0.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","17.02","18.00","2.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES GRENADINE - 375ML","NON-ALCOHOL","23.88","31.00","3.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","329606","FINEST CALL BLOODY MARY HABANE - 1L","NON-ALCOHOL","0.00","0.00","1.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","17.49","21.00","9.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","10.54","11.00","1.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","6.74","9.00","8.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","18.44","25.00","5.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","32.07","44.00","3.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES LIME JUICE - 375ML","NON-ALCOHOL","38.45","42.00","2.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","7.61","7.00","0.00"
"2019","4","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.32","0.00","0.00"
"2019","4","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.73","1.00","0.00"
"2019","4","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","3.00"
"2019","4","AMERICAN FIDELITY TRADING","324655","CLOS ST THOMAS CHARD - 750ML","WINE","0.00","0.00","1.00"
"2019","4","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","3.42","3.00","0.00"
"2019","4","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","1.00"
"2019","4","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.49","0.00","0.00"
"2019","4","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.08","0.00","0.00"
"2019","4","AMERICAN FIDELITY TRADING","324566","ARAK KSARAK - 750ML","LIQUOR","0.00","0.00","1.00"
"2019","4","ANHEUSER BUSCH INC","90867","BUD ICE 30PK CAN - 12OZ","BEER","0.00","0.00","379.00"
"2019","4","ANHEUSER BUSCH INC","25892","GOOSE ISLAND 312 URBAN WHEAT 1/2K","KEGS","0.00","0.00","2.00"
"2019","4","ANHEUSER BUSCH INC","7854","NATURAL ICE 30PK CAN - 12OZ","BEER","14.00","22.00","628.00"
"2019","4","ANHEUSER BUSCH INC","30837","KONA GOLD CLIFF 4/6 NR","BEER","0.00","0.00","11.00"
"2019","4","ANHEUSER BUSCH INC","25523","BUD LIGHT PLATINUM 2/12 NR - 12OZ","BEER","1.00","1.00","429.00"
"2019","4","ANHEUSER BUSCH INC","90573","BUSCH LT 30PK CAN - 12OZ","BEER","28.00","39.00","264.00"
"2019","4","ANHEUSER BUSCH INC","26249","RITAS STRAW-BER-RITA 15/25OZ CAN","BEER","5.07","6.00","245.67"
"2019","4","ANHEUSER BUSCH INC","26057","BUD LIGHT PLATINUM 18PK NR - 12OZ","BEER","1.00","2.00","266.00"
"2019","4","ANHEUSER BUSCH INC","51020","GOOSE ISLAND NEXT COAST IPA 1/2 KEG","KEGS","0.00","0.00","2.00"
"2019","4","ANHEUSER BUSCH INC","25625","LEFFE BRUNE 4/6NR - 11.2 OZ","BEER","40.54","36.00","135.00"
"2019","4","ANHEUSER BUSCH INC","26283","BUD LIGHT CHELADA CANS 15/CS - 25OZ","BEER","0.00","0.00","315.93"
"2019","4","ANHEUSER BUSCH INC","26165","KONA BIG WAVE GOLDEN BLONDE 1/6K","KEGS","0.00","0.00","18.00"
"2019","4","ANHEUSER BUSCH INC","26046","BUD LIGHT PLATINUM 15/22 NR","BEER","0.00","0.00","83.00"
"2019","4","ANHEUSER BUSCH INC","26293","BUD CHELADA CANS 15/CS - 25OZ","BEER","0.00","0.00","196.00"
"2019","4","ANHEUSER BUSCH INC","93815","ROLLING ROCK 2/12 LN - 12OZ","BEER","1.50","3.00","150.00"
"2019","4","ANHEUSER BUSCH INC","26305","BUD 15/25OZ CANS - 25OZ","BEER","0.00","0.00","717.60"
"2019","4","ANHEUSER BUSCH INC","26316","KONA ISLAND HOPPER VARIETY 2/12NR - 12OZ","BEER","1.50","1.00","6.00"
"2019","4","ANHEUSER BUSCH INC","51019","DEVILS BACKBONE HIBISCUS HARD LEMONADE 4/6PK 12.OZ NR","BEER","0.00","0.00","63.75"
"2019","5","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","4.05","5.00","1.00"
"2019","5","A&E INC","336202","TENUTE RUBINO SUSUMANIELLO OLTREME 13 - 750ML","WINE","0.08","0.00","0.00"
"2019","5","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.08","0.00","0.00"
"2019","5","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","3.00"
"2019","5","ALLAGASH BREWING COMPANY","63535","ALLAGASH BARREL & BEAN 6/4 NR","BEER","0.00","0.00","4.00"
"2019","5","ALLAGASH BREWING COMPANY","63646","ALLAGASH DARLING RUBY 6/4 NR","BEER","0.00","0.00","15.00"
"2019","5","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","33.89","30.00","128.00"
"2019","5","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","3.89","2.00","24.00"
"2019","5","ALLAGASH BREWING COMPANY","63499","ALLAGASH BARREL & BEAN 1/6 KEG","KEGS","0.00","0.00","1.00"
"2019","5","ALLAGASH BREWING COMPANY","63647","ALLAGASH LITTLE SAL 6/375ML","BEER","0.00","0.00","7.00"
"2019","5","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","1.53","0.00","17.00"
"2019","5","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","6.00"
"2019","5","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.17","0.00","14.00"
"2019","5","ALLAGASH BREWING COMPANY","63648","ALLAGASH DARLING RUBY 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","5","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","49.00"
"2019","5","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.00","1.00","0.00"
"2019","5","ALTITUDE SPIRITS INC","70144","JUNIPER GREEN LONDON DRY GIN - 750ML","LIQUOR","0.16","0.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","166412","DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ","BEER","0.00","0.00","3.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","85150","DAILYS BAHAMA MAMA - 10.0Z","BEER","2.26","0.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","80050","DAILYS PEACH ON THE BEACH POUCH - 10OZ","BEER","7.64","8.00","4.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","85173","DAILYS BLUE HAWAIIAN - 10.0Z","BEER","2.77","0.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","85183","DAILYS HURRICANE - 10.0Z","BEER","0.90","1.00","3.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","166520","DAILY'S COCKTAIL PINA COLADA - 10 OZ","BEER","1.76","7.00","2.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","71810","DAILYS COCKTAIL STRAW/DAIQUIRE - NA - 1L","NON-ALCOHOL","8.87","0.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","82329","DAILYS MAUI WOWIE - 10.OZ","BEER","0.97","2.00","4.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","71799","DAILYS COCKTAIL SWEET & SOUR - NA - 1L","NON-ALCOHOL","1.29","3.00","1.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","166386","DAILY'S COCKTAIL FROSE -10 OZ","BEER","6.32","5.00","4.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","166387","DAILY'S COCKTAIL MARGARITA - 10 OZ","BEER","8.24","11.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","85827","DAILYS PINA COLADA - 10.0Z","BEER","1.44","0.00","0.00"
"2019","5","AMERICAN BEVERAGE CORPORATION","83228","DAILYS ISLAND BREEZE - 10OZ","BEER","1.30","2.00","4.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70691","MASTER OF MIXES STR/DAQ/MAR - 1.75L","NON-ALCOHOL","14.72","12.00","1.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70069","FINEST CALL MARGARITA - 1L","NON-ALCOHOL","34.93","29.00","7.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70647","FINEST CALL STRAWBERRY PUREE - 1L","NON-ALCOHOL","11.31","14.00","4.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70198","MASTER OF MIXES MARGARITA LITE - 1.75L","NON-ALCOHOL","17.73","14.00","1.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70756","FINEST CALL SWEET & SOUR - 1L","NON-ALCOHOL","29.46","28.00","8.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70701","MASTER OF MIXES MARGARITA - 1.75L","NON-ALCOHOL","59.54","43.00","12.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","74134","MASTER OF MIXES SWEET/SOUR - 1.75L","NON-ALCOHOL","30.49","28.00","4.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70665","MASTER OF MIXES GRENADINE - 375ML","NON-ALCOHOL","31.69","26.00","15.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70901","FINEST CALL BLOODY MARY - 1L","NON-ALCOHOL","5.70","6.00","1.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","87994","FINEST CALL MANGO PUREE - 1L","NON-ALCOHOL","14.73","8.00","3.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70736","MASTER OF MIXES COSMO - 1L","NON-ALCOHOL","0.80","0.00","0.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70717","MASTER OF MIXES PINA COLADA - 1.75L","NON-ALCOHOL","14.39","11.00","6.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70924","MASTER OF MIXES LIME JUICE - 375ML","NON-ALCOHOL","49.84","40.00","5.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70709","MASTER OF MIXES BLOODY MARY - 1.75L","NON-ALCOHOL","9.15","10.00","2.00"
"2019","5","AMERICAN BEVERAGE MARKETERS","70047","FINEST CALL PINA COLADA - 1L","NON-ALCOHOL","11.51","7.00","9.00"
"2019","5","AMERICAN FIDELITY TRADING","350842","KSARA MERWAH WHITE - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","45898","ARAK LE BRUN - 750ML","LIQUOR","3.15","3.00","0.00"
"2019","5","AMERICAN FIDELITY TRADING","163740","KSARA BDB - 750ML","WINE","0.00","0.00","2.00"
"2019","5","AMERICAN FIDELITY TRADING","399418","DOM WARDY CAB - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","45412","CLOS ST THOMAS LES GOURMENTS BLC - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","390968","CLOS ST THOMAS LES GOURMETS RED - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","101117","KSARA CAB - 750ML","WINE","0.24","0.00","0.00"
"2019","5","AMERICAN FIDELITY TRADING","388963","KSARA SUNSET ROSE - 750ML","WINE","0.64","1.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","324680","KSARA CUV DU PRINTEMPS - 750ML","WINE","0.74","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","163589","KSARA RES DU COUVENT RED - 750ML","WINE","0.00","0.00","6.00"
"2019","5","AMERICAN FIDELITY TRADING","331528","CLOS ST THOMAS P/NOIR - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","101079","KSARA CUV DU PAPE CHARD - 750ML","WINE","0.00","0.00","1.00"
"2019","5","AMERICAN FIDELITY TRADING","324647","CLOS ST THOMAS CH RED - 750ML","WINE","0.00","0.00","2.00"
"2019","5","ANHEUSER BUSCH INC","98531","BODDINGTON 1/2K","KEGS","0.00","0.00","2.00"
"2019","5","ANHEUSER BUSCH INC","50686","ESTRELLA JALISCO 12PK 24 OZ CAN","BEER","0.00","0.00","29.00"
"2019","5","ANHEUSER BUSCH INC","50685","ESTRELLA JALISCO 2/12 PK 12 OZ NR","BEER","0.00","0.00","109.00"
"2019","5","ANHEUSER BUSCH INC","50682","RITAS VARIETY 2/12PK 12OZ NR","BEER","0.00","0.00","41.00"
"2019","5","ANHEUSER BUSCH INC","50657","MICHELOB ULTRA PURE GOLD 2/12 NR - 12OZ","BEER","0.00","0.00","160.00"
"2019","5","ANHEUSER BUSCH INC","50656","STELLA ARTOIS 24/19.2OZ AL CAN","BEER","0.00","0.00","30.00"
"2019","5","ANHEUSER BUSCH INC","50655","MICHELOB ULTRA PURE GOLD 4/6 NR - 12OZ","BEER","24.00","26.00","150.00"
"2019","5","ANHEUSER BUSCH INC","23511","SHOCK TOP BELGIUM WHITE 2/12-NR - 12OZ","BEER","0.50","0.00","84.50"
"2019","5","ANHEUSER BUSCH INC","48979","GOLDEN ROAD WOLF AMONG WEEDS 4/6 CAN","BEER","9.25","7.00","17.00"
"2019","5","ANHEUSER BUSCH INC","48977","STELLA ARTOIS 18PK 11.2OZ NR","BEER","0.00","0.00","598.00"
"2019","5","ANHEUSER BUSCH INC","23364","LANDSHARK LAGER 1/6K","KEGS","0.00","0.00","12.00"
"2019","5","ANHEUSER BUSCH INC","48947","GOOSE ISLAND MATILDA 4/6 NR - 12OZ","BEER","1.00","1.00","5.00"
"2019","5","ANHEUSER BUSCH INC","48945","SHOCK TOP BELGIAN WHITE 2/15PK CAN","BEER","0.00","0.00","97.50"
"2019","5","ANHEUSER BUSCH INC","48932","GOLDEN ROAD WOLF PUP 2/15PK CAN","BEER","9.50","4.00","42.50"
"2019","5","ANHEUSER BUSCH INC","48925","GOLDEN ROAD MANGO CART 2/15PK CAN","BEER","8.50","5.00","22.00"
"2019","5","ANHEUSER BUSCH INC","23358","KONA FIREROCK 4/6 NR - 12OZ","BEER","3.25","3.00","33.00"
"2019","6","ADAMBA IMPORTS INTL","42921","BAKS ZUBROWKA BISON VODKA - 750ML","LIQUOR","5.55","8.00","0.00"
"2019","6","A&E INC","336202","TENUTE RUBINO SUSUMANIELLO OLTREME 13 - 750ML","WINE","0.17","0.00","0.00"
"2019","6","A I G WINE & SPIRITS","120200","DOM DES FONTANELLE S/BLC - 750ML","WINE","0.00","0.00","(0.25)"
"2019","6","A I G WINE & SPIRITS","119229","TROCADERO SPARK(BRUT) - 750ML","WINE","0.00","0.00","1.00"
"2019","6","AIKO IMPORTERS INC","313119","CHOCALATO - 750ML","WINE","0.08","1.00","1.00"
"2019","6","ALLAGASH BREWING COMPANY","90751","ALLAGASH WHITE 6/4 NR - 12OZ","BEER","32.07","31.00","108.83"
"2019","6","ALLAGASH BREWING COMPANY","25826","ALLAGASH WHITE 1/6K","KEGS","0.00","0.00","6.00"
"2019","6","ALLAGASH BREWING COMPANY","60876","ALLAGASH PICK YOUR OWN 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ALLAGASH BREWING COMPANY","60877","ALLAGASH CURIEUX 6/4 NR","BEER","0.00","0.00","11.00"
"2019","6","ALLAGASH BREWING COMPANY","63766","ALLAGASH STRICTIVUS 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ALLAGASH BREWING COMPANY","97039","ALLAGASH TRIPLE NR - 25.4OZ","BEER","0.00","0.00","4.00"
"2019","6","ALLAGASH BREWING COMPANY","63647","ALLAGASH LITTLE SAL 6/375ML","BEER","0.00","0.00","6.00"
"2019","6","ALLAGASH BREWING COMPANY","2194","ALLAGASH WHITE 1/2K","KEGS","0.00","0.00","43.00"
"2019","6","ALLAGASH BREWING COMPANY","63998","ALLAGASH RIVER TRIP 1/2 KEG","KEGS","0.00","0.00","1.00"
"2019","6","ALLAGASH BREWING COMPANY","10271","ALLAGASH SAISON 6/4 NR 12.0Z","BEER","0.46","2.00","11.00"
"2019","6","ALLAGASH BREWING COMPANY","93324","ALLAGASH TRIPLE 6/4 NR - 12OZ","BEER","3.39","1.00","19.00"
"2019","6","ALLAGASH BREWING COMPANY","63765","ALLAGASH COPAIN 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ALLAGASH BREWING COMPANY","30804","ALLAGASH CURIEUX 12/750ML NR","BEER","0.00","0.00","3.00"
"2019","6","ALLAGASH BREWING COMPANY","60023","ALLAGASH TRIPEL 1/2 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ALLAGASH BREWING COMPANY","60875","ALLAGASH PICK YOUR OWN 6/375ML NR","BEER","0.00","0.00","10.00"
"2019","6","ALLAGASH BREWING COMPANY","25092","ALLAGASH BLACK 6/4 NR - 12OZ","BEER","0.00","0.00","6.00"
"2019","6","ALLAGASH BREWING COMPANY","61922","ALLAGASH CONFLUENCE 1/6 KEG","KEGS","0.00","0.00","3.00"
"2019","6","ALLAGASH BREWING COMPANY","63767","ALLAGASH WANNIGAN 1/6 KEG","KEGS","0.00","0.00","2.00"
"2019","6","ALLAGASH BREWING COMPANY","63535","ALLAGASH BARREL & BEAN 6/4 NR","BEER","0.00","0.00","2.00"
"2019","6","ALLIED IMPORTERS USA LTD","73675","AMERICAN BARRELS BOURBON  NV - 750ML","LIQUOR","0.34","1.00","0.00"
"2019","6","ALTITUDE SPIRITS INC","70144","JUNIPER GREEN LONDON DRY GIN - 750ML","LIQUOR","0.24","0.00","0.00"
"2019","6","ALTITUDE SPIRITS INC","70272","PAPAGAYO ORGANIC WHITE RUM - 750ML","LIQUOR","0.08","0.00","0.00"
